Filename,Relative Path,Resolution,Format,Suitable For Eval,Ground Truth Status,Ground Truth Count,Ground Truth Source,Raw Detections Count,Predicted Count,Absolute Error,Percentage Error,Aux Precision,Aux Recall,Aux F1 Score,Reliability Score,Reliability Formatted,Density Value,Density Percentage,Density Score,Crowd Level,Runtime (ms),Status,Notes
crowd_132.jpg,testing images\figures\crowd_132.jpg,1024x768,.jpg,YES,VERIFIED,208,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_186.mat),57,57,151,72.60%,1.0000,0.2740,0.4302,0.7153,Count >= 57,0.5378,53.78%,5.38,Overcrowded,23925.16,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_133.jpg,testing images\figures\crowd_133.jpg,1024x768,.jpg,YES,VERIFIED,136,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_185.mat),42,42,94,69.12%,1.0000,0.3088,0.4719,0.6771,Count >= 42,0.5577,55.77%,5.58,Overcrowded,21254.45,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_134.jpg,testing images\figures\crowd_134.jpg,1024x768,.jpg,YES,VERIFIED,81,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_184.mat),69,69,12,14.81%,1.0000,0.8519,0.9200,0.7345,Count >= 69,0.5793,57.93%,5.79,Overcrowded,21510.48,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_135.jpg,testing images\figures\crowd_135.jpg,1024x768,.jpg,YES,VERIFIED,116,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_183.mat),60,59,57,49.14%,1.0000,0.5086,0.6743,0.7580,Count >= 59,0.5126,51.26%,5.13,Overcrowded,22248.08,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_136.jpg,testing images\figures\crowd_136.jpg,1024x768,.jpg,YES,VERIFIED,106,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_182.mat),40,39,67,63.21%,1.0000,0.3679,0.5379,0.6640,Count >= 39,0.2678,26.78%,2.68,Moderate,21599.72,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_137.jpg,testing images\figures\crowd_137.jpg,1024x768,.jpg,YES,VERIFIED,108,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_181.mat),59,58,50,46.30%,1.0000,0.5370,0.6988,0.7296,Count >= 58,0.5770,57.70%,5.77,Overcrowded,19049.66,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_138.jpg,testing images\figures\crowd_138.jpg,1024x768,.jpg,YES,VERIFIED,65,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_180.mat),55,55,10,15.38%,1.0000,0.8462,0.9167,0.7370,Count >= 55,0.6420,64.20%,6.42,Overcrowded,14647.68,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_139.jpg,testing images\figures\crowd_139.jpg,1024x768,.jpg,YES,VERIFIED,178,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_18.mat),45,45,133,74.72%,1.0000,0.2528,0.4036,0.6997,Count >= 45,0.3536,35.36%,3.54,Moderate,14398.29,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_140.jpg,testing images\figures\crowd_140.jpg,1024x768,.jpg,YES,VERIFIED,45,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_179.mat),41,41,4,8.89%,1.0000,0.9111,0.9535,0.8117,Count = 41,0.4558,45.58%,4.56,Moderate,14080.22,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_141.jpg,testing images\figures\crowd_141.jpg,1024x768,.jpg,YES,VERIFIED,61,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_178.mat),37,37,24,39.34%,1.0000,0.6066,0.7551,0.7710,Count >= 37,0.4284,42.84%,4.28,Moderate,14490.52,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_142.jpg,testing images\figures\crowd_142.jpg,1024x768,.jpg,YES,VERIFIED,96,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_177.mat),44,44,52,54.17%,1.0000,0.4583,0.6286,0.7072,Count >= 44,0.3918,39.18%,3.92,Moderate,14800.06,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_143.jpg,testing images\figures\crowd_143.jpg,1024x768,.jpg,YES,VERIFIED,281,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_176.mat),55,55,226,80.43%,1.0000,0.1957,0.3274,0.6797,Count >= 55,0.3197,31.97%,3.20,Moderate,15144.79,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_144.jpg,testing images\figures\crowd_144.jpg,1024x768,.jpg,YES,VERIFIED,380,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_175.mat),55,55,325,85.53%,1.0000,0.1447,0.2529,0.7698,Count >= 55,0.6791,67.91%,6.79,Overcrowded,16777.07,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_145.jpg,testing images\figures\crowd_145.jpg,1024x768,.jpg,YES,VERIFIED,174,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_174.mat),78,78,96,55.17%,1.0000,0.4483,0.6190,0.6617,Count >= 78,0.3161,31.61%,3.16,Moderate,15244.70,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_146.jpg,testing images\figures\crowd_146.jpg,1024x768,.jpg,YES,VERIFIED,42,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_173.mat),33,33,9,21.43%,1.0000,0.7857,0.8800,0.8331,Count >= 33,0.5607,56.07%,5.61,Overcrowded,17071.34,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_147.jpg,testing images\figures\crowd_147.jpg,1024x768,.jpg,YES,VERIFIED,143,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_172.mat),58,57,86,60.14%,1.0000,0.3986,0.5700,0.7581,Count >= 57,0.5517,55.17%,5.52,Overcrowded,19047.81,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_148.jpg,testing images\figures\crowd_148.jpg,1024x768,.jpg,YES,VERIFIED,15,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_171.mat),24,24,9,60.00%,0.6250,1.0000,0.7692,0.8400,Count >= 24,0.5973,59.73%,5.97,Overcrowded,13242.07,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_149.jpg,testing images\figures\crowd_149.jpg,1024x768,.jpg,YES,VERIFIED,150,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_170.mat),68,68,82,54.67%,1.0000,0.4533,0.6239,0.6445,Count >= 68,0.2918,29.18%,2.92,Moderate,13399.23,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_150.jpg,testing images\figures\crowd_150.jpg,1024x768,.jpg,YES,VERIFIED,49,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_17.mat),39,39,10,20.41%,1.0000,0.7959,0.8864,0.7879,Count >= 39,0.5096,50.96%,5.10,Overcrowded,13647.99,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_151.jpg,testing images\figures\crowd_151.jpg,1024x768,.jpg,YES,VERIFIED,109,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_169.mat),55,55,54,49.54%,1.0000,0.5046,0.6707,0.7308,Count >= 55,0.4646,46.46%,4.65,Overcrowded,17488.03,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_152.jpg,testing images\figures\crowd_152.jpg,1024x768,.jpg,YES,VERIFIED,243,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_168.mat),67,67,176,72.43%,1.0000,0.2757,0.4323,0.7279,Count >= 67,0.5545,55.45%,5.55,Overcrowded,21703.29,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_153.jpg,testing images\figures\crowd_153.jpg,1024x768,.jpg,YES,VERIFIED,205,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_167.mat),74,74,131,63.90%,1.0000,0.3610,0.5305,0.6663,Count >= 74,0.3853,38.53%,3.85,Overcrowded,24439.39,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_154.jpg,testing images\figures\crowd_154.jpg,1024x768,.jpg,YES,VERIFIED,103,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_166.mat),53,53,50,48.54%,1.0000,0.5146,0.6795,0.6872,Count >= 53,0.2404,24.04%,2.40,Moderate,22833.08,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_155.jpg,testing images\figures\crowd_155.jpg,1024x768,.jpg,YES,VERIFIED,27,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_165.mat),22,21,6,22.22%,1.0000,0.7778,0.8750,0.8060,Count >= 21,0.5637,56.37%,5.64,Overcrowded,19933.95,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_156.jpg,testing images\figures\crowd_156.jpg,1024x768,.jpg,YES,VERIFIED,122,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_164.mat),50,49,73,59.84%,1.0000,0.4016,0.5731,0.6947,Count >= 49,0.4731,47.31%,4.73,Overcrowded,23079.43,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_157.jpg,testing images\figures\crowd_157.jpg,1024x768,.jpg,YES,VERIFIED,166,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_163.mat),56,56,110,66.27%,1.0000,0.3373,0.5045,0.7196,Count >= 56,0.4602,46.02%,4.60,Overcrowded,20235.17,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_158.jpg,testing images\figures\crowd_158.jpg,1024x768,.jpg,YES,VERIFIED,301,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_162.mat),65,64,237,78.74%,1.0000,0.2126,0.3507,0.6833,Count >= 64,0.4763,47.63%,4.76,Overcrowded,20730.06,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_159.jpg,testing images\figures\crowd_159.jpg,1024x768,.jpg,YES,VERIFIED,49,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_161.mat),28,28,21,42.86%,1.0000,0.5714,0.7273,0.7705,Count >= 28,0.4056,40.56%,4.06,Moderate,16915.75,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_160.jpg,testing images\figures\crowd_160.jpg,1024x768,.jpg,YES,VERIFIED,153,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_160.mat),62,61,92,60.13%,1.0000,0.3987,0.5701,0.7701,Count >= 61,0.6791,67.91%,6.79,Overcrowded,14739.19,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_161.jpg,testing images\figures\crowd_161.jpg,1024x768,.jpg,YES,VERIFIED,42,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_16.mat),43,43,1,2.38%,0.9767,1.0000,0.9882,0.7575,Count >= 43,0.4614,46.14%,4.61,Overcrowded,16726.68,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_162.jpg,testing images\figures\crowd_162.jpg,1024x768,.jpg,YES,VERIFIED,136,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_159.mat),60,58,78,57.35%,1.0000,0.4265,0.5979,0.7361,Count >= 58,0.6462,64.62%,6.46,Overcrowded,22691.54,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_163.jpg,testing images\figures\crowd_163.jpg,1024x768,.jpg,YES,VERIFIED,12,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_158.mat),23,23,11,91.67%,0.5217,1.0000,0.6857,0.8001,Count >= 23,0.3755,37.55%,3.75,Moderate,24036.73,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_164.jpg,testing images\figures\crowd_164.jpg,1024x768,.jpg,YES,VERIFIED,261,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_157.mat),52,52,209,80.08%,1.0000,0.1992,0.3323,0.6832,Count >= 52,0.2746,27.46%,2.75,Moderate,18846.33,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_165.jpg,testing images\figures\crowd_165.jpg,1024x768,.jpg,YES,VERIFIED,87,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_156.mat),36,35,52,59.77%,1.0000,0.4023,0.5738,0.7651,Count >= 35,0.5556,55.56%,5.56,Overcrowded,17042.44,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_166.jpg,testing images\figures\crowd_166.jpg,1024x768,.jpg,YES,VERIFIED,148,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_155.mat),81,79,69,46.62%,1.0000,0.5338,0.6960,0.7075,Count >= 79,0.7778,77.78%,7.78,Overcrowded,15786.46,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_167.jpg,testing images\figures\crowd_167.jpg,1024x768,.jpg,YES,VERIFIED,415,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_154.mat),47,47,368,88.67%,1.0000,0.1133,0.2035,0.6884,Count >= 47,0.4350,43.50%,4.35,Moderate,15845.90,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_168.jpg,testing images\figures\crowd_168.jpg,1024x768,.jpg,YES,VERIFIED,27,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_153.mat),24,23,4,14.81%,1.0000,0.8519,0.9200,0.8727,Count = 23,0.4840,48.40%,4.84,Moderate,17532.79,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_169.jpg,testing images\figures\crowd_169.jpg,1024x768,.jpg,YES,VERIFIED,41,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_152.mat),31,31,10,24.39%,1.0000,0.7561,0.8611,0.7954,Count >= 31,0.4783,47.83%,4.78,Moderate,19566.71,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_170.jpg,testing images\figures\crowd_170.jpg,1024x768,.jpg,YES,VERIFIED,161,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_151.mat),45,45,116,72.05%,1.0000,0.2795,0.4369,0.7470,Count >= 45,0.6243,62.43%,6.24,Overcrowded,15549.00,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_171.jpg,testing images\figures\crowd_171.jpg,1024x768,.jpg,YES,VERIFIED,102,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_150.mat),45,45,57,55.88%,1.0000,0.4412,0.6122,0.7575,Count >= 45,0.6299,62.99%,6.30,Overcrowded,15441.02,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_172.jpg,testing images\figures\crowd_172.jpg,1024x768,.jpg,YES,VERIFIED,239,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_15.mat),65,65,174,72.80%,1.0000,0.2720,0.4276,0.7182,Count >= 65,0.7209,72.09%,7.21,Overcrowded,16329.37,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_173.jpg,testing images\figures\crowd_173.jpg,1024x768,.jpg,YES,VERIFIED,111,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_149.mat),51,51,60,54.05%,1.0000,0.4595,0.6296,0.7255,Count >= 51,0.2977,29.77%,2.98,Moderate,13677.81,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_174.jpg,testing images\figures\crowd_174.jpg,1024x768,.jpg,YES,VERIFIED,282,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_148.mat),76,76,206,73.05%,1.0000,0.2695,0.4246,0.7004,Count >= 76,0.6345,63.45%,6.35,Overcrowded,12601.89,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_175.jpg,testing images\figures\crowd_175.jpg,1024x768,.jpg,YES,VERIFIED,318,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_147.mat),74,74,244,76.73%,1.0000,0.2327,0.3776,0.6996,Count >= 74,0.6160,61.60%,6.16,Overcrowded,12293.15,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_176.jpg,testing images\figures\crowd_176.jpg,1024x768,.jpg,YES,VERIFIED,97,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_146.mat),54,53,44,45.36%,1.0000,0.5464,0.7067,0.7517,Count >= 53,0.6632,66.32%,6.63,Overcrowded,12320.54,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_177.jpg,testing images\figures\crowd_177.jpg,1024x768,.jpg,YES,VERIFIED,188,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_145.mat),69,69,119,63.30%,1.0000,0.3670,0.5370,0.6893,Count >= 69,0.4867,48.67%,4.87,Overcrowded,12280.88,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_178.jpg,testing images\figures\crowd_178.jpg,1024x768,.jpg,YES,VERIFIED,26,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_144.mat),17,16,10,38.46%,1.0000,0.6154,0.7619,0.8326,Count >= 16,0.3742,37.42%,3.74,Moderate,12307.92,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_179.jpg,testing images\figures\crowd_179.jpg,1024x768,.jpg,YES,VERIFIED,31,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_143.mat),31,30,1,3.23%,1.0000,0.9677,0.9836,0.7926,Count >= 30,0.4391,43.91%,4.39,Moderate,12185.77,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_180.jpg,testing images\figures\crowd_180.jpg,1024x768,.jpg,YES,VERIFIED,146,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_142.mat),67,67,79,54.11%,1.0000,0.4589,0.6291,0.6724,Count >= 67,0.2190,21.90%,2.19,Moderate,12271.68,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_181.jpg,testing images\figures\crowd_181.jpg,1024x768,.jpg,YES,VERIFIED,151,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_141.mat),29,29,122,80.79%,1.0000,0.1921,0.3222,0.7034,Count >= 29,0.1598,15.98%,1.60,Moderate,12368.97,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_182.jpg,testing images\figures\crowd_182.jpg,1024x768,.jpg,YES,VERIFIED,165,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_140.mat),51,51,114,69.09%,1.0000,0.3091,0.4722,0.7331,Count >= 51,0.7156,71.56%,7.16,Overcrowded,12267.65,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_183.jpg,testing images\figures\crowd_183.jpg,1024x768,.jpg,YES,VERIFIED,50,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_14.mat),47,46,4,8.00%,1.0000,0.9200,0.9583,0.7555,Count >= 46,0.6642,66.42%,6.64,Overcrowded,12331.06,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_184.jpg,testing images\figures\crowd_184.jpg,1024x768,.jpg,YES,VERIFIED,58,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_139.mat),56,56,2,3.45%,1.0000,0.9655,0.9825,0.7386,Count >= 56,0.5059,50.59%,5.06,Overcrowded,12495.01,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_185.jpg,testing images\figures\crowd_185.jpg,1024x768,.jpg,YES,VERIFIED,104,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_138.mat),35,34,70,67.31%,1.0000,0.3269,0.4928,0.7930,Count >= 34,0.8044,80.44%,8.04,Overcrowded,14052.86,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_186.jpg,testing images\figures\crowd_186.jpg,1024x768,.jpg,YES,VERIFIED,229,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_137.mat),61,61,168,73.36%,1.0000,0.2664,0.4207,0.6579,Count >= 61,0.3439,34.39%,3.44,Moderate,12278.15,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_187.jpg,testing images\figures\crowd_187.jpg,1024x768,.jpg,YES,VERIFIED,174,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_136.mat),57,49,125,71.84%,1.0000,0.2816,0.4395,0.7080,Count >= 49,0.6526,65.26%,6.53,Overcrowded,16639.58,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_188.jpg,testing images\figures\crowd_188.jpg,1024x768,.jpg,YES,VERIFIED,42,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_135.mat),32,30,12,28.57%,1.0000,0.7143,0.8333,0.7495,Count >= 30,0.4759,47.59%,4.76,Moderate,12207.12,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_189.jpg,testing images\figures\crowd_189.jpg,1024x768,.jpg,YES,VERIFIED,152,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_134.mat),49,49,103,67.76%,1.0000,0.3224,0.4876,0.7887,Count >= 49,0.7281,72.81%,7.28,Overcrowded,14355.95,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_190.jpg,testing images\figures\crowd_190.jpg,1024x768,.jpg,YES,VERIFIED,253,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_133.mat),69,69,184,72.73%,1.0000,0.2727,0.4286,0.6823,Count >= 69,0.6382,63.82%,6.38,Overcrowded,13102.81,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_191.jpg,testing images\figures\crowd_191.jpg,1024x768,.jpg,YES,VERIFIED,118,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_132.mat),36,33,85,72.03%,1.0000,0.2797,0.4371,0.7807,Count >= 33,0.6758,67.58%,6.76,Overcrowded,12467.06,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_192.jpg,testing images\figures\crowd_192.jpg,1024x768,.jpg,YES,VERIFIED,222,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_131.mat),46,46,176,79.28%,1.0000,0.2072,0.3433,0.7246,Count >= 46,0.5532,55.32%,5.53,Overcrowded,15471.55,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_193.jpg,testing images\figures\crowd_193.jpg,1024x768,.jpg,YES,VERIFIED,50,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_130.mat),40,40,10,20.00%,1.0000,0.8000,0.8889,0.7856,Count >= 40,0.6261,62.61%,6.26,Overcrowded,12268.29,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_194.jpg,testing images\figures\crowd_194.jpg,1024x768,.jpg,YES,VERIFIED,118,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_13.mat),57,57,61,51.69%,1.0000,0.4831,0.6514,0.6937,Count >= 57,0.3765,37.65%,3.77,Moderate,12582.31,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_195.jpg,testing images\figures\crowd_195.jpg,1024x768,.jpg,YES,VERIFIED,146,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_129.mat),51,51,95,65.07%,1.0000,0.3493,0.5178,0.7402,Count >= 51,0.4214,42.14%,4.21,Moderate,13916.62,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_196.jpg,testing images\figures\crowd_196.jpg,1024x768,.jpg,YES,VERIFIED,41,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_128.mat),16,15,26,63.41%,1.0000,0.3659,0.5357,0.7738,Count >= 15,0.5416,54.16%,5.42,Overcrowded,12232.54,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_197.jpg,testing images\figures\crowd_197.jpg,1024x768,.jpg,YES,VERIFIED,53,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_127.mat),32,32,21,39.62%,1.0000,0.6038,0.7529,0.8314,Count = 32,0.6828,68.28%,6.83,Overcrowded,14438.66,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_198.jpg,testing images\figures\crowd_198.jpg,1024x768,.jpg,YES,VERIFIED,107,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_126.mat),35,35,72,67.29%,1.0000,0.3271,0.4930,0.7572,Count >= 35,0.5437,54.37%,5.44,Overcrowded,12334.39,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_199.jpg,testing images\figures\crowd_199.jpg,1024x768,.jpg,YES,VERIFIED,28,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_125.mat),30,30,2,7.14%,0.9333,1.0000,0.9655,0.7754,Count >= 30,0.6077,60.77%,6.08,Overcrowded,14077.53,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_200.jpg,testing images\figures\crowd_200.jpg,1024x768,.jpg,YES,VERIFIED,267,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_124.mat),60,60,207,77.53%,1.0000,0.2247,0.3670,0.7163,Count >= 60,0.6191,61.91%,6.19,Overcrowded,12465.39,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
